GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AEE001
"G4700870","1850","Tennessee","470","Jackson","0870","Jackson",829082
"G4700890","1850","Tennessee","470","Jefferson","0890","Jefferson",1310816
"G4700910","1850","Tennessee","470","Johnson","0910","Johnson",315715
"G4700930","1850","Tennessee","470","Knox","0930","Knox",1872886
"G4700970","1850","Tennessee","470","Lauderdale","0970","Lauderdale",446937
"G4700990","1850","Tennessee","470","Lawrence","0990","Lawrence",658185
"G4701010","1850","Tennessee","470","Lewis","1010","Lewis",394002
"G4701030","1850","Tennessee","470","Lincoln","1030","Lincoln",3321045
"G4701070","1850","Tennessee","470","McMinn","1070","Mcminn",1277133
"G4701090","1850","Tennessee","470","McNairy","1090","Mcnairy",755861
"G4701110","1850","Tennessee","470","Macon","1110","Macon",415457
"G4701130","1850","Tennessee","470","Madison","1130","Madison",2152906
"G4701150","1850","Tennessee","470","Marion","1150","Marion",648694
"G4701170","1850","Tennessee","470","Marshall","1170","Marshall",2009667
"G4701190","1850","Tennessee","470","Maury","1190","Maury",4177514
"G4701210","1850","Tennessee","470","Meigs","1210","Meigs",116332
"G4701230","1850","Tennessee","470","Monroe","1230","Monroe",1260346
"G4701250","1850","Tennessee","470","Montgomery","1250","Montgomery",1256742
"G4701290","1850","Tennessee","470","Morgan","1290","Morgan",323860
"G4701310","1850","Tennessee","470","Obion","1310","Obion",635344
"G4701330","1850","Tennessee","470","Overton","1330","Overton",662474
"G4701350","1850","Tennessee","470","Perry","1350","Perry",404231
"G4701390","1850","Tennessee","470","Polk","1390","Polk",578455
"G4701430","1850","Tennessee","470","Rhea","1430","Rhea",357898
"G4701450","1850","Tennessee","470","Roane","1450","Roane",1005466
"G4701470","1850","Tennessee","470","Robertson","1470","Robertson",1306276
"G4701490","1850","Tennessee","470","Rutherford","1490","Rutherford",4383496
"G4701510","1850","Tennessee","470","Scott","1510","Scott",86494
"G4701550","1850","Tennessee","470","Sevier","1550","Sevier",462241
"G4701570","1850","Tennessee","470","Shelby","1570","Shelby",3221776
"G4701590","1850","Tennessee","470","Smith","1590","Smith",1197542
"G4701610","1850","Tennessee","470","Stewart","1610","Stewart",330489
"G4701630","1850","Tennessee","470","Sullivan","1630","Sullivan",1330563
"G4701650","1850","Tennessee","470","Sumner","1650","Sumner",2732280
"G4701670","1850","Tennessee","470","Tipton","1670","Tipton",1016047
"G4701750","1850","Tennessee","470","Van Buren","1750","Van Buren",140287
"G4701770","1850","Tennessee","470","Warren","1770","Warren",691152
"G4701790","1850","Tennessee","470","Washington","1790","Washington",1700231
"G4701810","1850","Tennessee","470","Wayne","1810","Wayne",530852
"G4701830","1850","Tennessee","470","Weakley","1830","Weakley",807816
"G4701850","1850","Tennessee","470","White","1850","White",752896
"G4701870","1850","Tennessee","470","Williamson","1870","Williamson",5208237
"G4701890","1850","Tennessee","470","Wilson","1890","Wilson",2741401
"G4800010","1850","Texas","480","Anderson","0010","Anderson",209973
"G4800050","1850","Texas","480","Angelina","0050","Angelina",133690
"G4800150","1850","Texas","480","Austin","0150","Austin",410169
"G4800210","1850","Texas","480","Bastrop","0210","Bastrop",289473
"G4800290","1850","Texas","480","Bexar","0290","Bexar",209951
"G4800370","1850","Texas","480","Bowie","0370","Bowie",187394
"G4800390","1850","Texas","480","Brazoria","0390","Brazoria",748056
"G4800410","1850","Texas","480","Brazos","0410","Brazos",61531
"G4800510","1850","Texas","480","Burleson","0510","Burleson",135636
"G4800550","1850","Texas","480","Caldwell","0550","Caldwell",65836
"G4800570","1850","Texas","480","Calhoun","0570","Calhoun",75365
"G4800610","1850","Texas","480","Cameron","0610","Cameron",103500
"G4800655","1850","Texas","480","Cass (old)","0655","Cass (old)",485524
"G4800730","1850","Texas","480","Cherokee","0730","Cherokee",547233
"G4800850","1850","Texas","480","Collin","0850","Collin",153583
"G4800890","1850","Texas","480","Colorado","0890","Colorado",157654
"G4800910","1850","Texas","480","Comal","0910","Comal",74725
"G4800970","1850","Texas","480","Cooke","0970","Cooke",5250
"G4801130","1850","Texas","480","Dallas","1130","Dallas",160236
"G4801210","1850","Texas","480","Denton","1210","Denton",16958
"G4801230","1850","Texas","480","De Witt","1230","De Witt",173233
"G4801390","1850","Texas","480","Ellis","1390","Ellis",56136
"G4801470","1850","Texas","480","Fannin","1470","Fannin",267040
"G4801490","1850","Texas","480","Fayette","1490","Fayette",289138
"G4801570","1850","Texas","480","Fort Bend","1570","Fort Bend",313070
"G4801670","1850","Texas","480","Galveston","1670","Galveston",34100
"G4801710","1850","Texas","480","Gillespie","1710","Gillespie",23590
"G4801750","1850","Texas","480","Goliad","1750","Goliad",48743
"G4801770","1850","Texas","480","Gonzales","1770","Gonzales",214557
"G4801810","1850","Texas","480","Grayson","1810","Grayson",155671
"G4801850","1850","Texas","480","Grimes","1850","Grimes",262464
"G4801870","1850","Texas","480","Guadalupe","1870","Guadalupe",193835
"G4802010","1850","Texas","480","Harris","2010","Harris",122767
"G4802030","1850","Texas","480","Harrison","2030","Harrison",1042373
"G4802090","1850","Texas","480","Hays","2090","Hays",53840
"G4802130","1850","Texas","480","Henderson","2130","Henderson",41302
"G4802230","1850","Texas","480","Hopkins","2230","Hopkins",101694
"G4802250","1850","Texas","480","Houston","2250","Houston",162673
"G4802310","1850","Texas","480","Hunt","2310","Hunt",34785
"G4802390","1850","Texas","480","Jackson","2390","Jackson",163149
"G4802410","1850","Texas","480","Jasper","2410","Jasper",312561
"G4802450","1850","Texas","480","Jefferson","2450","Jefferson",48292
"G4802570","1850","Texas","480","Kaufman","2570","Kaufman",66650
"G4802770","1850","Texas","480","Lamar","2770","Lamar",448262
"G4802850","1850","Texas","480","Lavaca","2850","Lavaca",151261
"G4802890","1850","Texas","480","Leon","2890","Leon",179562
"G4802910","1850","Texas","480","Liberty","2910","Liberty",227038
"G4802930","1850","Texas","480","Limestone","2930","Limestone",102640
"G4803210","1850","Texas","480","Matagorda","3210","Matagorda",363700
"G4803250","1850","Texas","480","Medina","3250","Medina",17912
"G4803310","1850","Texas","480","Milam","3310","Milam",157410
"G4803390","1850","Texas","480","Montgomery","3390","Montgomery",175372
"G4803470","1850","Texas","480","Nacogdoches","3470","Nacogdoches",259268
"G4803490","1850","Texas","480","Navarro","3490","Navarro",115823
"G4803495","1850","Texas","480","Navarro-Ellis-Tarrant [multi-county reporting area]","3495","Navarro-Ellis-Tarrant (multi-county reporting area)",
"G4803510","1850","Texas","480","Newton","3510","Newton",161674
"G4803550","1850","Texas","480","Nueces","3550","Nueces",108268
"G4803650","1850","Texas","480","Panola","3650","Panola",200890
"G4803730","1850","Texas","480","Polk","3730","Polk",494359
"G4803870","1850","Texas","480","Red River","3870","Red River",299967
"G4803910","1850","Texas","480","Refugio","3910","Refugio",19750
"G4803950","1850","Texas","480","Robertson","3950","Robertson",48940
"G4804010","1850","Texas","480","Rusk","4010","Rusk",606976
"G4804030","1850","Texas","480","Sabine","4030","Sabine",389269
"G4804050","1850","Texas","480","San Augustine","4050","San Augustine",225619
"G4804090","1850","Texas","480","San Patricio","4090","San Patricio",22828
"G4804190","1850","Texas","480","Shelby","4190","Shelby",405009
"G4804230","1850","Texas","480","Smith","4230","Smith",261871
"G4804270","1850","Texas","480","Starr","4270","Starr",
"G4804390","1850","Texas","480","Tarrant","4390","Tarrant",16890
"G4804490","1850","Texas","480","Titus","4490","Titus",161850
"G4804530","1850","Texas","480","Travis","4530","Travis",278362
"G4804570","1850","Texas","480","Tyler","4570","Tyler",128238
"G4804590","1850","Texas","480","Upshur","4590","Upshur",237684
"G4804670","1850","Texas","480","Van Zandt","4670","Van Zandt",69547
"G4804690","1850","Texas","480","Victoria","4690","Victoria",202310
"G4804710","1850","Texas","480","Walker","4710","Walker",422445
"G4804770","1850","Texas","480","Washington","4770","Washington",649229
"G4804790","1850","Texas","480","Webb","4790","Webb",
"G4804810","1850","Texas","480","Wharton","4810","Wharton",281065
"G4804910","1850","Texas","480","Williamson","4910","Williamson",245320
"G4950115","1850","Utah Territory","495","Davis","0115","Davis",46169
"G4950235","1850","Utah Territory","495","Great Salt Lake","0235","Great Salt Lake",166581
"G4950295","1850","Utah Territory","495","Iron","0295","Iron",38855
"G4950535","1850","Utah Territory","495","San Pete","0535","San Pete",4520
"G4950615","1850","Utah Territory","495","Tooele","0615","Tooele",2160
"G4950675","1850","Utah Territory","495","Utah","0675","Utah",47655
"G4950755","1850","Utah Territory","495","Weber","0755","Weber",5859
"G5000010","1850","Vermont","500","Addison","0010","Addison",7799257
"G5000030","1850","Vermont","500","Bennington","0030","Bennington",3338756
"G5000050","1850","Vermont","500","Caledonia","0050","Caledonia",4751609
"G5000070","1850","Vermont","500","Chittenden","0070","Chittenden",5624439
"G5000090","1850","Vermont","500","Essex","0090","Essex",767185
"G5000110","1850","Vermont","500","Franklin","0110","Franklin",4284070
"G5000130","1850","Vermont","500","Grand Isle","0130","Grand Isle",1189682
"G5000150","1850","Vermont","500","Lamoille","0150","Lamoille",1851471
"G5000170","1850","Vermont","500","Orange","0170","Orange",4807788
"G5000190","1850","Vermont","500","Orleans","0190","Orleans",2492090
"G5000210","1850","Vermont","500","Rutland","0210","Rutland",7972180
"G5000230","1850","Vermont","500","Washington","0230","Washington",3965385
"G5000250","1850","Vermont","500","Windham","0250","Windham",6301500
"G5000270","1850","Vermont","500","Windsor","0270","Windsor",8221815
"G5100010","1850","Virginia","510","Accomack","0010","Accomack",3746281
"G5100030","1850","Virginia","510","Albemarle","0030","Albemarle",5370831
"G5100035","1850","Virginia","510","Alexandria","0035","Alexandria",413210
"G5100050","1850","Virginia","510","Alleghany","0050","Alleghany",519592
"G5100070","1850","Virginia","510","Amelia","0070","Amelia",1411032
"G5100090","1850","Virginia","510","Amherst","0090","Amherst",1833563
"G5100110","1850","Virginia","510","Appomattox","0110","Appomattox",1008889
"G5100150","1850","Virginia","510","Augusta","0150","Augusta",7033273
"G5100155","1850","Virginia","510","Barbour","0155","Barbour",1757362
"G5100170","1850","Virginia","510","Bath","0170","Bath",692346
"G5100190","1850","Virginia","510","Bedford","0190","Bedford",3213072
"G5100195","1850","Virginia","510","Berkeley","0195","Berkeley",3618370
"G5100215","1850","Virginia","510","Boone","0215","Boone",254250
"G5100230","1850","Virginia","510","Botetourt","0230","Botetourt",1802618
"G5100233","1850","Virginia","510","Braxton","0233","Braxton",1287282
"G5100237","1850","Virginia","510","Brooke","0237","Brooke",1279368
"G5100250","1850","Virginia","510","Brunswick","0250","Brunswick",1034422
"G5100290","1850","Virginia","510","Buckingham","0290","Buckingham",1991262
"G5100293","1850","Virginia","510","Cabell","0293","Cabell",744448
"G5100310","1850","Virginia","510","Campbell","0310","Campbell",2368184
"G5100330","1850","Virginia","510","Caroline","0330","Caroline",2700568
"G5100350","1850","Virginia","510","Carroll","0350","Carroll",495858
"G5100360","1850","Virginia","510","Charles City","0360","Charles City",885252
"G5100370","1850","Virginia","510","Charlotte","0370","Charlotte",2482923
"G5100410","1850","Virginia","510","Chesterfield","0410","Chesterfield",1500933
"G5100430","1850","Virginia","510","Clarke","0430","Clarke",3111228
"G5100470","1850","Virginia","510","Culpeper","0470","Culpeper",2898534
"G5100490","1850","Virginia","510","Cumberland","0490","Cumberland",1510498
"G5100530","1850","Virginia","510","Dinwiddie","0530","Dinwiddie",1450785
"G5100533","1850","Virginia","510","Doddridge","0533","Doddridge",271922
"G5100550","1850","Virginia","510","Elizabeth City","0550","Elizabeth City",659415
"G5100570","1850","Virginia","510","Essex","0570","Essex",1897664
"G5100590","1850","Virginia","510","Fairfax","0590","Fairfax",2265023
"G5100610","1850","Virginia","510","Fauquier","0610","Fauquier",5976203
"G5100615","1850","Virginia","510","Fayette","0615","Fayette",489935
"G5100630","1850","Virginia","510","Floyd","0630","Floyd",578414
"G5100650","1850","Virginia","510","Fluvanna","0650","Fluvanna",1377103
"G5100670","1850","Virginia","510","Franklin","0670","Franklin",1652467
"G5100690","1850","Virginia","510","Frederick","0690","Frederick",3784400
"G5100710","1850","Virginia","510","Giles","0710","Giles",844088
"G5100715","1850","Virginia","510","Gilmer","0715","Gilmer",299361
"G5100730","1850","Virginia","510","Gloucester","0730","Gloucester",1526584
"G5100750","1850","Virginia","510","Goochland","0750","Goochland",2035643
"G5100770","1850","Virginia","510","Grayson","0770","Grayson",571191
"G5100775","1850","Virginia","510","Greenbrier","0775","Greenbrier",2352596
"G5100790","1850","Virginia","510","Greene","0790","Greene",692422
"G5100810","1850","Virginia","510","Greensville","0810","Greensville",408518
"G5100830","1850","Virginia","510","Halifax","0830","Halifax",3329238
"G5100833","1850","Virginia","510","Hampshire","0833","Hampshire",2984190
"G5100837","1850","Virginia","510","Hancock","0837","Hancock",1148840
"G5100850","1850","Virginia","510","Hanover","0850","Hanover",2005259
"G5100853","1850","Virginia","510","Hardy","0853","Hardy",2556716
"G5100857","1850","Virginia","510","Harrison","0857","Harrison",2184971
"G5100870","1850","Virginia","510","Henrico","0870","Henrico",2601202
"G5100890","1850","Virginia","510","Henry","0890","Henry",794407
"G5100910","1850","Virginia","510","Highland","0910","Highland",1230446
"G5100930","1850","Virginia","510","Isle Of Wight","0930","Isle Of Wight",945102
"G5100935","1850","Virginia","510","Jackson","0935","Jackson",836512
"G5100950","1850","Virginia","510","James City","0950","James City",547001
"G5100953","1850","Virginia","510","Jefferson","0953","Jefferson",5264388
"G5100957","1850","Virginia","510","Kanawha","0957","Kanawha",1030917
"G5100970","1850","Virginia","510","King And Queen","0970","King And Queen",1287950
"G5100990","1850","Virginia","510","King George","0990","King George",1081994
"G5101010","1850","Virginia","510","King William","1010","King William",1458110
"G5101030","1850","Virginia","510","Lancaster","1030","Lancaster",686513
"G5101050","1850","Virginia","510","Lee","1050","Lee",1103087
"G5101053","1850","Virginia","510","Lewis","1053","Lewis",1133510
"G5101057","1850","Virginia","510","Logan","1057","Logan",275487
"G5101070","1850","Virginia","510","Loudoun","1070","Loudoun",8349371
"G5101090","1850","Virginia","510","Louisa","1090","Louisa",2534084
"G5101110","1850","Virginia","510","Lunenburg","1110","Lunenburg",1026166
"G5101130","1850","Virginia","510","Madison","1130","Madison",2089467
"G5101133","1850","Virginia","510","Marion","1133","Marion",1602410
"G5101135","1850","Virginia","510","Marshall","1135","Marshall",1632609
"G5101137","1850","Virginia","510","Mason","1137","Mason",1279937
"G5101150","1850","Virginia","510","Matthews","1150","Matthews",623620
"G5101170","1850","Virginia","510","Mecklenburg","1170","Mecklenburg",2470541
"G5101175","1850","Virginia","510","Mercer","1175","Mercer",387969
"G5101190","1850","Virginia","510","Middlesex","1190","Middlesex",871868
"G5101193","1850","Virginia","510","Monongalia","1193","Monongalia",1569392
"G5101197","1850","Virginia","510","Monroe","1197","Monroe",2039101
"G5101210","1850","Virginia","510","Montgomery","1210","Montgomery",1547730
"G5101215","1850","Virginia","510","Morgan","1215","Morgan",445877
"G5101230","1850","Virginia","510","Nansemond","1230","Nansemond",1681490
"G5101250","1850","Virginia","510","Nelson","1250","Nelson",1873922
"G5101270","1850","Virginia","510","New Kent","1270","New Kent",737520
"G5101275","1850","Virginia","510","Nicholas","1275","Nicholas",361636
"G5101290","1850","Virginia","510","Norfolk","1290","Norfolk",1209764
"G5101310","1850","Virginia","510","Northampton","1310","Northampton",212890
"G5101330","1850","Virginia","510","Northumberland","1330","Northumberland",927402
"G5101350","1850","Virginia","510","Nottoway","1350","Nottoway",1120487
"G5101355","1850","Virginia","510","Ohio","1355","Ohio",1982654
"G5101370","1850","Virginia","510","Orange","1370","Orange",1844296
"G5101390","1850","Virginia","510","Page","1390","Page",1735759
"G5101410","1850","Virginia","510","Patrick","1410","Patrick",711039
"G5101415","1850","Virginia","510","Pendleton","1415","Pendleton",1031195
"G5101430","1850","Virginia","510","Pittsylvania","1430","Pittsylvania",2773981
"G5101437","1850","Virginia","510","Pocahontas","1437","Pocahontas",914558
"G5101450","1850","Virginia","510","Powhatan","1450","Powhatan",1395501
"G5101455","1850","Virginia","510","Preston","1455","Preston",1105218
"G5101470","1850","Virginia","510","Prince Edward","1470","Prince Edward",1570746
"G5101490","1850","Virginia","510","Prince George","1490","Prince George",1128184
"G5101510","1850","Virginia","510","Princess Anne","1510","Princess Anne",1077115
"G5101530","1850","Virginia","510","Prince William","1530","Prince William",1446304
"G5101550","1850","Virginia","510","Pulaski","1550","Pulaski",1151853
"G5101553","1850","Virginia","510","Putnam","1553","Putnam",486425
"G5101555","1850","Virginia","510","Raleigh","1555","Raleigh",151873
"G5101557","1850","Virginia","510","Randolph","1557","Randolph",852238
"G5101570","1850","Virginia","510","Rappahannock","1570","Rappahannock",2039812
"G5101590","1850","Virginia","510","Richmond","1590","Richmond",562900
"G5101593","1850","Virginia","510","Ritchie","1593","Ritchie",450356
"G5101610","1850","Virginia","510","Roanoke","1610","Roanoke",1716390
"G5101630","1850","Virginia","510","Rockbridge","1630","Rockbridge",3207030
"G5101650","1850","Virginia","510","Rockingham","1650","Rockingham",5821435
"G5101670","1850","Virginia","510","Russell","1670","Russell",1085533
"G5101690","1850","Virginia","510","Scott","1690","Scott",705844
"G5101710","1850","Virginia","510","Shenandoah","1710","Shenandoah",3047130
"G5101730","1850","Virginia","510","Smyth","1730","Smyth",1584714
"G5101750","1850","Virginia","510","Southampton","1750","Southampton",996607
"G5101770","1850","Virginia","510","Spotsylvania","1770","Spotsylvania",1232599
"G5101790","1850","Virginia","510","Stafford","1790","Stafford",1084212
"G5101810","1850","Virginia","510","Surry","1810","Surry",541515
"G5101830","1850","Virginia","510","Sussex","1830","Sussex",555514
"G5101835","1850","Virginia","510","Taylor","1835","Taylor",908329
"G5101850","1850","Virginia","510","Tazewell","1850","Tazewell",1191275
"G5101855","1850","Virginia","510","Tyler","1855","Tyler",602222
"G5101870","1850","Virginia","510","Warren","1870","Warren",1477490
"G5101890","1850","Virginia","510","Warwick","1890","Warwick",248603
"G5101910","1850","Virginia","510","Washington","1910","Washington",1953811
"G5101913","1850","Virginia","510","Wayne","1913","Wayne",618023
"G5101930","1850","Virginia","510","Westmoreland","1930","Westmoreland",1100857
"G5101933","1850","Virginia","510","Wetzel","1933","Wetzel",491991
"G5101937","1850","Virginia","510","Wirt","1937","Wirt",400465
"G5101953","1850","Virginia","510","Wood","1953","Wood",1314517
"G5101957","1850","Virginia","510","Wyoming","1957","Wyoming",115979
"G5101970","1850","Virginia","510","Wythe","1970","Wythe",2099660
"G5101990","1850","Virginia","510","York","1990","York",707515
"G5500010","1850","Wisconsin","550","Adams","0010","Adams",
"G5500015","1850","Wisconsin","550","Adams-Sauk [multi-county reporting area]","0015","Adams-Sauk (multi-county reporting area)",276230
"G5500090","1850","Wisconsin","550","Brown","0090","Brown",287290
"G5500150","1850","Wisconsin","550","Calumet","0150","Calumet",187340
"G5500170","1850","Wisconsin","550","Chippewa","0170","Chippewa",63580
"G5500175","1850","Wisconsin","550","Chippewa-Crawford [multi-county reporting area]","0175","Chippewa-Crawford (multi-county reporting area)",
"G5500210","1850","Wisconsin","550","Columbia","0210","Columbia",1035670
"G5500230","1850","Wisconsin","550","Crawford","0230","Crawford",0
"G5500250","1850","Wisconsin","550","Dane","0250","Dane",1581877
"G5500270","1850","Wisconsin","550","Dodge","0270","Dodge",2073824
"G5500390","1850","Wisconsin","550","Fond du Lac","0390","Fond Du Lac",1249590
"G5500430","1850","Wisconsin","550","Grant","0430","Grant",823953
"G5500450","1850","Wisconsin","550","Green","0450","Green",1044736
"G5500490","1850","Wisconsin","550","Iowa","0490","Iowa",355645
"G5500550","1850","Wisconsin","550","Jefferson","0550","Jefferson",1221388
"G5500590","1850","Wisconsin","550","Kenosha","0590","Kenosha",1986990
"G5500650","1850","Wisconsin","550","Lafayette","0650","Lafayette",606289
"G5500675","1850","Wisconsin","550","La Point","0675","La Point",3550
"G5500710","1850","Wisconsin","550","Manitowoc","0710","Manitowoc",49550
"G5500730","1850","Wisconsin","550","Marathon","0730","Marathon",4940
"G5500770","1850","Wisconsin","550","Marquette","0770","Marquette",443375
"G5500790","1850","Wisconsin","550","Milwaukee","0790","Milwaukee",1844340
"G5500970","1850","Wisconsin","550","Portage","0970","Portage",5100
"G5501010","1850","Wisconsin","550","Racine","1010","Racine",1781703
"G5501030","1850","Wisconsin","550","Richland","1030","Richland",87111
"G5501050","1850","Wisconsin","550","Rock","1050","Rock",3125841
"G5501090","1850","Wisconsin","550","St Croix","1090","St Croix",3031
"G5501110","1850","Wisconsin","550","Sauk","1110","Sauk",
"G5501170","1850","Wisconsin","550","Sheboygan","1170","Sheboygan",616680
"G5501270","1850","Wisconsin","550","Walworth","1270","Walworth",3003119
"G5501310","1850","Wisconsin","550","Washington","1310","Washington",1321499
"G5501330","1850","Wisconsin","550","Waukesha","1330","Waukesha",2994392
"G5501390","1850","Wisconsin","550","Winnebago","1390","Winnebago",449930
