GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ANY001
"G0100010","1870","Alabama","010","Autauga","0010","Autauga",2
"G0100015","1870","Alabama","010","Baker","0015","Baker",0
"G0100030","1870","Alabama","010","Baldwin","0030","Baldwin",5
"G0100050","1870","Alabama","010","Barbour","0050","Barbour",7
"G0100070","1870","Alabama","010","Bibb","0070","Bibb",7
"G0100090","1870","Alabama","010","Blount","0090","Blount",1
"G0100110","1870","Alabama","010","Bullock","0110","Bullock",9
"G0100130","1870","Alabama","010","Butler","0130","Butler",5
"G0100150","1870","Alabama","010","Calhoun","0150","Calhoun",8
"G0100170","1870","Alabama","010","Chambers","0170","Chambers",0
"G0100190","1870","Alabama","010","Cherokee","0190","Cherokee",4
"G0100230","1870","Alabama","010","Choctaw","0230","Choctaw",6
"G0100250","1870","Alabama","010","Clarke","0250","Clarke",1
"G0100270","1870","Alabama","010","Clay","0270","Clay",0
"G0100290","1870","Alabama","010","Cleburne","0290","Cleburne",0
"G0100310","1870","Alabama","010","Coffee","0310","Coffee",0
"G0100330","1870","Alabama","010","Colbert","0330","Colbert",11
"G0100350","1870","Alabama","010","Conecuh","0350","Conecuh",2
"G0100370","1870","Alabama","010","Coosa","0370","Coosa",0
"G0100390","1870","Alabama","010","Covington","0390","Covington",0
"G0100410","1870","Alabama","010","Crenshaw","0410","Crenshaw",1
"G0100450","1870","Alabama","010","Dale","0450","Dale",1
"G0100470","1870","Alabama","010","Dallas","0470","Dallas",16
"G0100490","1870","Alabama","010","DeKalb","0490","Dekalb",0
"G0100510","1870","Alabama","010","Elmore","0510","Elmore",2
"G0100530","1870","Alabama","010","Escambia","0530","Escambia",0
"G0100550","1870","Alabama","010","Etowah","0550","Etowah",6
"G0100570","1870","Alabama","010","Fayette","0570","Fayette",0
"G0100590","1870","Alabama","010","Franklin","0590","Franklin",3
"G0100610","1870","Alabama","010","Geneva","0610","Geneva",0
"G0100630","1870","Alabama","010","Greene","0630","Greene",5
"G0100650","1870","Alabama","010","Hale","0650","Hale",9
"G0100670","1870","Alabama","010","Henry","0670","Henry",0
"G0100710","1870","Alabama","010","Jackson","0710","Jackson",7
"G0100730","1870","Alabama","010","Jefferson","0730","Jefferson",0
"G0100770","1870","Alabama","010","Lauderdale","0770","Lauderdale",2
"G0100790","1870","Alabama","010","Lawrence","0790","Lawrence",4
"G0100810","1870","Alabama","010","Lee","0810","Lee",2
"G0100830","1870","Alabama","010","Limestone","0830","Limestone",3
"G0100850","1870","Alabama","010","Lowndes","0850","Lowndes",10
"G0100870","1870","Alabama","010","Macon","0870","Macon",7
"G0100890","1870","Alabama","010","Madison","0890","Madison",10
"G0100910","1870","Alabama","010","Marengo","0910","Marengo",16
"G0100930","1870","Alabama","010","Marion","0930","Marion",0
"G0100950","1870","Alabama","010","Marshall","0950","Marshall",0
"G0100970","1870","Alabama","010","Mobile","0970","Mobile",32
"G0100990","1870","Alabama","010","Monroe","0990","Monroe",0
"G0101010","1870","Alabama","010","Montgomery","1010","Montgomery",22
"G0101030","1870","Alabama","010","Morgan","1030","Morgan",0
"G0101050","1870","Alabama","010","Perry","1050","Perry",5
"G0101070","1870","Alabama","010","Pickens","1070","Pickens",8
"G0101090","1870","Alabama","010","Pike","1090","Pike",2
"G0101110","1870","Alabama","010","Randolph","1110","Randolph",0
"G0101130","1870","Alabama","010","Russell","1130","Russell",12
"G0101150","1870","Alabama","010","St Clair","1150","St Clair",1
"G0101155","1870","Alabama","010","Sanford","1155","Sanford",0
"G0101170","1870","Alabama","010","Shelby","1170","Shelby",11
"G0101190","1870","Alabama","010","Sumter","1190","Sumter",0
"G0101210","1870","Alabama","010","Talladega","1210","Talladega",2
"G0101230","1870","Alabama","010","Tallapoosa","1230","Tallapoosa",0
"G0101250","1870","Alabama","010","Tuscaloosa","1250","Tuscaloosa",8
"G0101270","1870","Alabama","010","Walker","1270","Walker",0
"G0101290","1870","Alabama","010","Washington","1290","Washington",2
"G0101310","1870","Alabama","010","Wilcox","1310","Wilcox",18
"G0101330","1870","Alabama","010","Winston","1330","Winston",0
"G0450155","1870","Arizona Territory","045","Mohave","0155","Mohave",0
"G0450177","1870","Arizona Territory","045","Pah-Ute","0177","Pah-Ute",
"G0450195","1870","Arizona Territory","045","Pima","0195","Pima",2
"G0450255","1870","Arizona Territory","045","Yavapai","0255","Yavapai",0
"G0450275","1870","Arizona Territory","045","Yuma","0275","Yuma",3
"G0500010","1870","Arkansas","050","Arkansas","0010","Arkansas",0
"G0500030","1870","Arkansas","050","Ashley","0030","Ashley",0
"G0500070","1870","Arkansas","050","Benton","0070","Benton",5
"G0500090","1870","Arkansas","050","Boone","0090","Boone",0
"G0500110","1870","Arkansas","050","Bradley","0110","Bradley",6
"G0500130","1870","Arkansas","050","Calhoun","0130","Calhoun",2
"G0500150","1870","Arkansas","050","Carroll","0150","Carroll",5
"G0500170","1870","Arkansas","050","Chicot","0170","Chicot",0
"G0500190","1870","Arkansas","050","Clark","0190","Clark",7
"G0500270","1870","Arkansas","050","Columbia","0270","Columbia",8
"G0500290","1870","Arkansas","050","Conway","0290","Conway",4
"G0500310","1870","Arkansas","050","Craighead","0310","Craighead",2
"G0500330","1870","Arkansas","050","Crawford","0330","Crawford",3
"G0500350","1870","Arkansas","050","Crittenden","0350","Crittenden",0
"G0500370","1870","Arkansas","050","Cross","0370","Cross",6
"G0500390","1870","Arkansas","050","Dallas","0390","Dallas",1
"G0500410","1870","Arkansas","050","Desha","0410","Desha",1
"G0500430","1870","Arkansas","050","Drew","0430","Drew",7
"G0500470","1870","Arkansas","050","Franklin","0470","Franklin",8
"G0500490","1870","Arkansas","050","Fulton","0490","Fulton",1
"G0500530","1870","Arkansas","050","Grant","0530","Grant",3
"G0500550","1870","Arkansas","050","Greene","0550","Greene",4
"G0500570","1870","Arkansas","050","Hempstead","0570","Hempstead",7
"G0500590","1870","Arkansas","050","Hot Spring","0590","Hot Spring",3
"G0500630","1870","Arkansas","050","Independence","0630","Independence",5
"G0500650","1870","Arkansas","050","Izard","0650","Izard",2
"G0500670","1870","Arkansas","050","Jackson","0670","Jackson",3
"G0500690","1870","Arkansas","050","Jefferson","0690","Jefferson",12
"G0500710","1870","Arkansas","050","Johnson","0710","Johnson",4
"G0500730","1870","Arkansas","050","Lafayette","0730","Lafayette",1
"G0500750","1870","Arkansas","050","Lawrence","0750","Lawrence",0
"G0500810","1870","Arkansas","050","Little River","0810","Little River",2
"G0500870","1870","Arkansas","050","Madison","0870","Madison",0
"G0500890","1870","Arkansas","050","Marion","0890","Marion",2
"G0500930","1870","Arkansas","050","Mississippi","0930","Mississippi",5
"G0500950","1870","Arkansas","050","Monroe","0950","Monroe",7
"G0500970","1870","Arkansas","050","Montgomery","0970","Montgomery",0
"G0501010","1870","Arkansas","050","Newton","1010","Newton",0
"G0501030","1870","Arkansas","050","Ouachita","1030","Ouachita",18
"G0501050","1870","Arkansas","050","Perry","1050","Perry",0
"G0501070","1870","Arkansas","050","Phillips","1070","Phillips",11
"G0501090","1870","Arkansas","050","Pike","1090","Pike",3
"G0501110","1870","Arkansas","050","Poinsett","1110","Poinsett",0
"G0501130","1870","Arkansas","050","Polk","1130","Polk",1
"G0501150","1870","Arkansas","050","Pope","1150","Pope",6
"G0501170","1870","Arkansas","050","Prairie","1170","Prairie",4
"G0501190","1870","Arkansas","050","Pulaski","1190","Pulaski",18
"G0501210","1870","Arkansas","050","Randolph","1210","Randolph",4
"G0501230","1870","Arkansas","050","St Francis","1230","St Francis",2
"G0501250","1870","Arkansas","050","Saline","1250","Saline",6
"G0501270","1870","Arkansas","050","Scott","1270","Scott",0
"G0501290","1870","Arkansas","050","Searcy","1290","Searcy",13
"G0501310","1870","Arkansas","050","Sebastian","1310","Sebastian",2
"G0501330","1870","Arkansas","050","Sevier","1330","Sevier",0
"G0501350","1870","Arkansas","050","Sharp","1350","Sharp",4
"G0501390","1870","Arkansas","050","Union","1390","Union",5
"G0501410","1870","Arkansas","050","Van Buren","1410","Van Buren",0
"G0501430","1870","Arkansas","050","Washington","1430","Washington",5
"G0501450","1870","Arkansas","050","White","1450","White",14
"G0501470","1870","Arkansas","050","Woodruff","1470","Woodruff",7
"G0501490","1870","Arkansas","050","Yell","1490","Yell",7
"G0600010","1870","California","060","Alameda","0010","Alameda",21
"G0600030","1870","California","060","Alpine","0030","Alpine",1
"G0600050","1870","California","060","Amador","0050","Amador",16
"G0600070","1870","California","060","Butte","0070","Butte",18
"G0600090","1870","California","060","Calaveras","0090","Calaveras",15
"G0600110","1870","California","060","Colusa","0110","Colusa",5
"G0600130","1870","California","060","Contra Costa","0130","Contra Costa",2
"G0600150","1870","California","060","Del Norte","0150","Del Norte",5
"G0600170","1870","California","060","El Dorado","0170","El Dorado",13
"G0600190","1870","California","060","Fresno","0190","Fresno",2
"G0600230","1870","California","060","Humboldt","0230","Humboldt",11
"G0600270","1870","California","060","Inyo","0270","Inyo",3
"G0600290","1870","California","060","Kern","0290","Kern",5
"G0600315","1870","California","060","Klamath","0315","Klamath",3
"G0600330","1870","California","060","Lake","0330","Lake",5
"G0600350","1870","California","060","Lassen","0350","Lassen",0
"G0600370","1870","California","060","Los Angeles","0370","Los Angeles",6
"G0600410","1870","California","060","Marin","0410","Marin",1
"G0600430","1870","California","060","Mariposa","0430","Mariposa",10
"G0600450","1870","California","060","Mendocino","0450","Mendocino",18
"G0600470","1870","California","060","Merced","0470","Merced",0
"G0600510","1870","California","060","Mono","0510","Mono",1
"G0600530","1870","California","060","Monterey","0530","Monterey",5
"G0600550","1870","California","060","Napa","0550","Napa",1
"G0600570","1870","California","060","Nevada","0570","Nevada",21
"G0600610","1870","California","060","Placer","0610","Placer",10
"G0600630","1870","California","060","Plumas","0630","Plumas",6
"G0600670","1870","California","060","Sacramento","0670","Sacramento",28
"G0600710","1870","California","060","San Bernardino","0710","San Bernardino",4
"G0600730","1870","California","060","San Diego","0730","San Diego",2
"G0600750","1870","California","060","San Francisco","0750","San Francisco",207
"G0600770","1870","California","060","San Joaquin","0770","San Joaquin",10
"G0600790","1870","California","060","San Luis Obispo","0790","San Luis Obispo",3
"G0600810","1870","California","060","San Mateo","0810","San Mateo",11
"G0600830","1870","California","060","Santa Barbara","0830","Santa Barbara",0
"G0600850","1870","California","060","Santa Clara","0850","Santa Clara",23
"G0600870","1870","California","060","Santa Cruz","0870","Santa Cruz",24
"G0600890","1870","California","060","Shasta","0890","Shasta",2
"G0600910","1870","California","060","Sierra","0910","Sierra",9
"G0600930","1870","California","060","Siskiyou","0930","Siskiyou",6
"G0600950","1870","California","060","Solano","0950","Solano",6
"G0600970","1870","California","060","Sonoma","0970","Sonoma",33
"G0600990","1870","California","060","Stanislaus","0990","Stanislaus",1
"G0601010","1870","California","060","Sutter","1010","Sutter",0
"G0601030","1870","California","060","Tehama","1030","Tehama",3
"G0601050","1870","California","060","Trinity","1050","Trinity",0
"G0601070","1870","California","060","Tulare","1070","Tulare",2
"G0601090","1870","California","060","Tuolumne","1090","Tuolumne",6
"G0601130","1870","California","060","Yolo","1130","Yolo",8
"G0601150","1870","California","060","Yuba","1150","Yuba",12
"G0850015","1870","Colorado Territory","085","Arapahoe","0015","Arapahoe",10
"G0850035","1870","Colorado Territory","085","Bent","0035","Bent",0
"G0850055","1870","Colorado Territory","085","Boulder","0055","Boulder",5
"G0850075","1870","Colorado Territory","085","Clear Creek","0075","Clear Creek",2
"G0850095","1870","Colorado Territory","085","Conejos","0095","Conejos",0
"G0850115","1870","Colorado Territory","085","Costilla","0115","Costilla",0
"G0850135","1870","Colorado Territory","085","Douglas","0135","Douglas",1
"G0850155","1870","Colorado Territory","085","El Paso","0155","El Paso",5
"G0850175","1870","Colorado Territory","085","Fremont","0175","Fremont",0
"G0850195","1870","Colorado Territory","085","Gilpin","0195","Gilpin",13
"G0850215","1870","Colorado Territory","085","Greenwood","0215","Greenwood",0
"G0850235","1870","Colorado Territory","085","Huerfano","0235","Huerfano",0
"G0850255","1870","Colorado Territory","085","Jefferson","0255","Jefferson",9
"G0850275","1870","Colorado Territory","085","Lake","0275","Lake",1
"G0850295","1870","Colorado Territory","085","Larimer","0295","Larimer",2
"G0850315","1870","Colorado Territory","085","Las Animas","0315","Las Animas",0
"G0850335","1870","Colorado Territory","085","Park","0335","Park",1
"G0850355","1870","Colorado Territory","085","Pueblo","0355","Pueblo",0
"G0850375","1870","Colorado Territory","085","Saguache","0375","Saguache",0
"G0850395","1870","Colorado Territory","085","Summit","0395","Summit",0
"G0850415","1870","Colorado Territory","085","Weld","0415","Weld",0
"G0900010","1870","Connecticut","090","Fairfield","0010","Fairfield",129
"G0900030","1870","Connecticut","090","Hartford","0030","Hartford",183
"G0900050","1870","Connecticut","090","Litchfield","0050","Litchfield",25
"G0900070","1870","Connecticut","090","Middlesex","0070","Middlesex",37
"G0900090","1870","Connecticut","090","New Haven","0090","New Haven",225
"G0900110","1870","Connecticut","090","New London","0110","New London",77
"G0900130","1870","Connecticut","090","Tolland","0130","Tolland",15
"G0900150","1870","Connecticut","090","Windham","0150","Windham",20
"G0950075","1870","Dakota Territory","095","Bon Homme","0075","Bon Homme",2
"G0950135","1870","Dakota Territory","095","Brookings","0135","Brookings",0
"G0950195","1870","Dakota Territory","095","Buffalo","0195","Buffalo",0
"G0950295","1870","Dakota Territory","095","Charles Mix","0295","Charles Mix",0
"G0950355","1870","Dakota Territory","095","Clay","0355","Clay",3
"G0950495","1870","Dakota Territory","095","Deuel","0495","Deuel",0
"G0950815","1870","Dakota Territory","095","Hutchinson","0815","Hutchinson",0
"G0950855","1870","Dakota Territory","095","Jayne","0855","Jayne",0
"G0950975","1870","Dakota Territory","095","Lincoln","0975","Lincoln",0
"G0951195","1870","Dakota Territory","095","Minnehaha","1195","Minnehaha",0
"G0951275","1870","Dakota Territory","095","Pembina","1275","Pembina",0
"G0951655","1870","Dakota Territory","095","Todd","1655","Todd",0
"G0951735","1870","Dakota Territory","095","Union","1735","Union",4
"G0951755","1870","Dakota Territory","095","Unorganized Territory","1755","Unorganized Territory",0
"G0951855","1870","Dakota Territory","095","Yankton","1855","Yankton",0
"G1000010","1870","Delaware","100","Kent","0010","Kent",37
"G1000030","1870","Delaware","100","New Castle","0030","New Castle",101
"G1000050","1870","Delaware","100","Sussex","0050","Sussex",26
"G1200010","1870","Florida","120","Alachua","0010","Alachua",25
"G1200030","1870","Florida","120","Baker","0030","Baker",2
"G1200070","1870","Florida","120","Bradford","0070","Bradford",3
"G1200090","1870","Florida","120","Brevard","0090","Brevard",0
"G1200130","1870","Florida","120","Calhoun","0130","Calhoun",0
"G1200190","1870","Florida","120","Clay","0190","Clay",0
"G1200230","1870","Florida","120","Columbia","0230","Columbia",4
"G1200250","1870","Florida","120","Dade","0250","Dade",0
"G1200310","1870","Florida","120","Duval","0310","Duval",13
"G1200330","1870","Florida","120","Escambia","0330","Escambia",12
"G1200370","1870","Florida","120","Franklin","0370","Franklin",1
"G1200390","1870","Florida","120","Gadsden","0390","Gadsden",1
"G1200470","1870","Florida","120","Hamilton","0470","Hamilton",1
"G1200530","1870","Florida","120","Hernando","0530","Hernando",0
"G1200570","1870","Florida","120","Hillsborough","0570","Hillsborough",2
"G1200590","1870","Florida","120","Holmes","0590","Holmes",0
"G1200630","1870","Florida","120","Jackson","0630","Jackson",4
"G1200650","1870","Florida","120","Jefferson","0650","Jefferson",5
"G1200670","1870","Florida","120","Lafayette","0670","Lafayette",0
"G1200730","1870","Florida","120","Leon","0730","Leon",12
"G1200750","1870","Florida","120","Levy","0750","Levy",3
"G1200770","1870","Florida","120","Liberty","0770","Liberty",0
"G1200790","1870","Florida","120","Madison","0790","Madison",6
"G1200810","1870","Florida","120","Manatee","0810","Manatee",0
"G1200830","1870","Florida","120","Marion","0830","Marion",2
"G1200870","1870","Florida","120","Monroe","0870","Monroe",0
"G1200890","1870","Florida","120","Nassau","0890","Nassau",6
"G1200950","1870","Florida","120","Orange","0950","Orange",1
"G1201050","1870","Florida","120","Polk","1050","Polk",0
"G1201070","1870","Florida","120","Putnam","1070","Putnam",3
"G1201090","1870","Florida","120","St Johns","1090","St Johns",2
"G1201130","1870","Florida","120","Santa Rosa","1130","Santa Rosa",8
"G1201190","1870","Florida","120","Sumter","1190","Sumter",1
"G1201210","1870","Florida","120","Suwannee","1210","Suwannee",2
"G1201230","1870","Florida","120","Taylor","1230","Taylor",1
"G1201270","1870","Florida","120","Volusia","1270","Volusia",1
"G1201290","1870","Florida","120","Wakulla","1290","Wakulla",1
"G1201310","1870","Florida","120","Walton","1310","Walton",3
"G1201330","1870","Florida","120","Washington","1330","Washington",1
"G1300010","1870","Georgia","130","Appling","0010","Appling",0
"G1300070","1870","Georgia","130","Baker","0070","Baker",7
"G1300090","1870","Georgia","130","Baldwin","0090","Baldwin",4
"G1300110","1870","Georgia","130","Banks","0110","Banks",0
"G1300150","1870","Georgia","130","Bartow","0150","Bartow",8
"G1300190","1870","Georgia","130","Berrien","0190","Berrien",0
"G1300210","1870","Georgia","130","Bibb","0210","Bibb",16
"G1300270","1870","Georgia","130","Brooks","0270","Brooks",4
"G1300290","1870","Georgia","130","Bryan","0290","Bryan",1
"G1300310","1870","Georgia","130","Bulloch","0310","Bulloch",0
"G1300330","1870","Georgia","130","Burke","0330","Burke",1
"G1300350","1870","Georgia","130","Butts","0350","Butts",0
"G1300370","1870","Georgia","130","Calhoun","0370","Calhoun",2
"G1300390","1870","Georgia","130","Camden","0390","Camden",9
"G1300395","1870","Georgia","130","Campbell","0395","Campbell",5
"G1300450","1870","Georgia","130","Carroll","0450","Carroll",2
"G1300470","1870","Georgia","130","Catoosa","0470","Catoosa",0
"G1300490","1870","Georgia","130","Charlton","0490","Charlton",2
"G1300510","1870","Georgia","130","Chatham","0510","Chatham",29
"G1300530","1870","Georgia","130","Chattahoochee","0530","Chattahoochee",0
"G1300550","1870","Georgia","130","Chattooga","0550","Chattooga",1
"G1300570","1870","Georgia","130","Cherokee","0570","Cherokee",0
"G1300590","1870","Georgia","130","Clarke","0590","Clarke",2
"G1300610","1870","Georgia","130","Clay","0610","Clay",0
"G1300630","1870","Georgia","130","Clayton","0630","Clayton",3
"G1300650","1870","Georgia","130","Clinch","0650","Clinch",1
"G1300670","1870","Georgia","130","Cobb","0670","Cobb",12
"G1300690","1870","Georgia","130","Coffee","0690","Coffee",0
"G1300710","1870","Georgia","130","Colquitt","0710","Colquitt",0
"G1300730","1870","Georgia","130","Columbia","0730","Columbia",0
"G1300770","1870","Georgia","130","Coweta","0770","Coweta",10
"G1300790","1870","Georgia","130","Crawford","0790","Crawford",0
"G1300830","1870","Georgia","130","Dade","0830","Dade",2
"G1300850","1870","Georgia","130","Dawson","0850","Dawson",0
"G1300870","1870","Georgia","130","Decatur","0870","Decatur",4
"G1300890","1870","Georgia","130","DeKalb","0890","De Kalb",7
"G1300930","1870","Georgia","130","Dooly","0930","Dooly",5
"G1300950","1870","Georgia","130","Dougherty","0950","Dougherty",3
"G1300990","1870","Georgia","130","Early","0990","Early",3
"G1301010","1870","Georgia","130","Echols","1010","Echols",0
"G1301030","1870","Georgia","130","Effingham","1030","Effingham",6
"G1301050","1870","Georgia","130","Elbert","1050","Elbert",0
"G1301070","1870","Georgia","130","Emanuel","1070","Emanuel",6
"G1301110","1870","Georgia","130","Fannin","1110","Fannin",0
"G1301130","1870","Georgia","130","Fayette","1130","Fayette",1
"G1301150","1870","Georgia","130","Floyd","1150","Floyd",20
"G1301170","1870","Georgia","130","Forsyth","1170","Forsyth",1
"G1301190","1870","Georgia","130","Franklin","1190","Franklin",7
"G1301210","1870","Georgia","130","Fulton","1210","Fulton",8
"G1301230","1870","Georgia","130","Gilmer","1230","Gilmer",0
"G1301250","1870","Georgia","130","Glascock","1250","Glascock",1
"G1301270","1870","Georgia","130","Glynn","1270","Glynn",8
"G1301290","1870","Georgia","130","Gordon","1290","Gordon",4
"G1301330","1870","Georgia","130","Greene","1330","Greene",6
"G1301350","1870","Georgia","130","Gwinnett","1350","Gwinnett",3
"G1301370","1870","Georgia","130","Habersham","1370","Habersham",0
"G1301390","1870","Georgia","130","Hall","1390","Hall",0
"G1301410","1870","Georgia","130","Hancock","1410","Hancock",5
"G1301430","1870","Georgia","130","Haralson","1430","Haralson",0
"G1301450","1870","Georgia","130","Harris","1450","Harris",2
"G1301470","1870","Georgia","130","Hart","1470","Hart",0
"G1301490","1870","Georgia","130","Heard","1490","Heard",1
"G1301510","1870","Georgia","130","Henry","1510","Henry",0
"G1301530","1870","Georgia","130","Houston","1530","Houston",5
"G1301550","1870","Georgia","130","Irwin","1550","Irwin",0
"G1301570","1870","Georgia","130","Jackson","1570","Jackson",0
"G1301590","1870","Georgia","130","Jasper","1590","Jasper",3
"G1301630","1870","Georgia","130","Jefferson","1630","Jefferson",1
"G1301670","1870","Georgia","130","Johnson","1670","Johnson",0
"G1301690","1870","Georgia","130","Jones","1690","Jones",2
"G1301750","1870","Georgia","130","Laurens","1750","Laurens",4
"G1301770","1870","Georgia","130","Lee","1770","Lee",1
"G1301790","1870","Georgia","130","Liberty","1790","Liberty",3
"G1301810","1870","Georgia","130","Lincoln","1810","Lincoln",8
"G1301850","1870","Georgia","130","Lowndes","1850","Lowndes",7
"G1301870","1870","Georgia","130","Lumpkin","1870","Lumpkin",0
"G1301910","1870","Georgia","130","McIntosh","1910","Mcintosh",10
"G1301930","1870","Georgia","130","Macon","1930","Macon",0
"G1301950","1870","Georgia","130","Madison","1950","Madison",0
"G1301970","1870","Georgia","130","Marion","1970","Marion",0
"G1301990","1870","Georgia","130","Meriwether","1990","Meriwether",2
"G1302010","1870","Georgia","130","Miller","2010","Miller",0
"G1302015","1870","Georgia","130","Milton","2015","Milton",0
"G1302050","1870","Georgia","130","Mitchell","2050","Mitchell",4
"G1302070","1870","Georgia","130","Monroe","2070","Monroe",1
"G1302090","1870","Georgia","130","Montgomery","2090","Montgomery",0
"G1302110","1870","Georgia","130","Morgan","2110","Morgan",2
"G1302130","1870","Georgia","130","Murray","2130","Murray",0
"G1302150","1870","Georgia","130","Muscogee","2150","Muscogee",12
"G1302170","1870","Georgia","130","Newton","2170","Newton",1
"G1302210","1870","Georgia","130","Oglethorpe","2210","Oglethorpe",1
"G1302230","1870","Georgia","130","Paulding","2230","Paulding",1
"G1302270","1870","Georgia","130","Pickens","2270","Pickens",0
"G1302290","1870","Georgia","130","Pierce","2290","Pierce",7
"G1302310","1870","Georgia","130","Pike","2310","Pike",5
"G1302330","1870","Georgia","130","Polk","2330","Polk",1
"G1302350","1870","Georgia","130","Pulaski","2350","Pulaski",16
"G1302370","1870","Georgia","130","Putnam","2370","Putnam",1
"G1302390","1870","Georgia","130","Quitman","2390","Quitman",1
"G1302410","1870","Georgia","130","Rabun","2410","Rabun",0
"G1302430","1870","Georgia","130","Randolph","2430","Randolph",2
"G1302450","1870","Georgia","130","Richmond","2450","Richmond",12
"G1302490","1870","Georgia","130","Schley","2490","Schley",0
"G1302510","1870","Georgia","130","Screven","2510","Screven",5
"G1302550","1870","Georgia","130","Spalding","2550","Spalding",2
"G1302590","1870","Georgia","130","Stewart","2590","Stewart",4
"G1302610","1870","Georgia","130","Sumter","2610","Sumter",5
"G1302630","1870","Georgia","130","Talbot","2630","Talbot",1
"G1302650","1870","Georgia","130","Taliaferro","2650","Taliaferro",1
"G1302670","1870","Georgia","130","Tattnall","2670","Tattnall",0
"G1302690","1870","Georgia","130","Taylor","2690","Taylor",0
"G1302710","1870","Georgia","130","Telfair","2710","Telfair",3
"G1302730","1870","Georgia","130","Terrell","2730","Terrell",9
"G1302750","1870","Georgia","130","Thomas","2750","Thomas",6
"G1302810","1870","Georgia","130","Towns","2810","Towns",0
"G1302850","1870","Georgia","130","Troup","2850","Troup",5
"G1302890","1870","Georgia","130","Twiggs","2890","Twiggs",4
"G1302910","1870","Georgia","130","Union","2910","Union",0
"G1302930","1870","Georgia","130","Upson","2930","Upson",0
"G1302950","1870","Georgia","130","Walker","2950","Walker",1
"G1302970","1870","Georgia","130","Walton","2970","Walton",2
"G1302990","1870","Georgia","130","Ware","2990","Ware",0
"G1303010","1870","Georgia","130","Warren","3010","Warren",3
"G1303030","1870","Georgia","130","Washington","3030","Washington",6
"G1303050","1870","Georgia","130","Wayne","3050","Wayne",1
"G1303070","1870","Georgia","130","Webster","3070","Webster",0
"G1303110","1870","Georgia","130","White","3110","White",0
"G1303130","1870","Georgia","130","Whitfield","3130","Whitfield",7
"G1303150","1870","Georgia","130","Wilcox","3150","Wilcox",0
"G1303170","1870","Georgia","130","Wilkes","3170","Wilkes",3
"G1303190","1870","Georgia","130","Wilkinson","3190","Wilkinson",2
"G1303210","1870","Georgia","130","Worth","3210","Worth",0
"G1650015","1870","Idaho Territory","165","Ada","0015","Ada",1
"G1650035","1870","Idaho Territory","165","Alturas","0035","Alturas",0
"G1650075","1870","Idaho Territory","165","Boise","0075","Boise",3
"G1650115","1870","Idaho Territory","165","Idaho","0115","Idaho",0
"G1650155","1870","Idaho Territory","165","Lemhi","0155","Lemhi",0
"G1650175","1870","Idaho Territory","165","Nez Perce","0175","Nez Perce",1
"G1650195","1870","Idaho Territory","165","Oneida","0195","Oneida",0
"G1650215","1870","Idaho Territory","165","Owyhee","0215","Owyhee",6
"G1650235","1870","Idaho Territory","165","Shoshone","0235","Shoshone",0
"G1700010","1870","Illinois","170","Adams","0010","Adams",70
"G1700030","1870","Illinois","170","Alexander","0030","Alexander",16
"G1700050","1870","Illinois","170","Bond","0050","Bond",9
"G1700070","1870","Illinois","170","Boone","0070","Boone",6
"G1700090","1870","Illinois","170","Brown","0090","Brown",6
"G1700110","1870","Illinois","170","Bureau","0110","Bureau",15
"G1700130","1870","Illinois","170","Calhoun","0130","Calhoun",6
"G1700150","1870","Illinois","170","Carroll","0150","Carroll",3
"G1700170","1870","Illinois","170","Cass","0170","Cass",10
"G1700190","1870","Illinois","170","Champaign","0190","Champaign",26
"G1700210","1870","Illinois","170","Christian","0210","Christian",11
"G1700230","1870","Illinois","170","Clark","0230","Clark",20
"G1700250","1870","Illinois","170","Clay","0250","Clay",20
"G1700270","1870","Illinois","170","Clinton","0270","Clinton",11
"G1700290","1870","Illinois","170","Coles","0290","Coles",29
"G1700310","1870","Illinois","170","Cook","0310","Cook",422
"G1700330","1870","Illinois","170","Crawford","0330","Crawford",19
"G1700350","1870","Illinois","170","Cumberland","0350","Cumberland",22
"G1700370","1870","Illinois","170","DeKalb","0370","De Kalb",12
"G1700390","1870","Illinois","170","De Witt","0390","De Witt",11
"G1700410","1870","Illinois","170","Douglas","0410","Douglas",5
"G1700430","1870","Illinois","170","Du Page","0430","Du Page",8
"G1700450","1870","Illinois","170","Edgar","0450","Edgar",15
"G1700470","1870","Illinois","170","Edwards","0470","Edwards",3
"G1700490","1870","Illinois","170","Effingham","0490","Effingham",25
"G1700510","1870","Illinois","170","Fayette","0510","Fayette",36
"G1700530","1870","Illinois","170","Ford","0530","Ford",1
"G1700550","1870","Illinois","170","Franklin","0550","Franklin",8
"G1700570","1870","Illinois","170","Fulton","0570","Fulton",46
"G1700590","1870","Illinois","170","Gallatin","0590","Gallatin",11
"G1700610","1870","Illinois","170","Greene","0610","Greene",16
"G1700630","1870","Illinois","170","Grundy","0630","Grundy",9
"G1700650","1870","Illinois","170","Hamilton","0650","Hamilton",11
"G1700670","1870","Illinois","170","Hancock","0670","Hancock",35
"G1700690","1870","Illinois","170","Hardin","0690","Hardin",1
"G1700710","1870","Illinois","170","Henderson","0710","Henderson",12
"G1700730","1870","Illinois","170","Henry","0730","Henry",12
"G1700750","1870","Illinois","170","Iroquois","0750","Iroquois",18
"G1700770","1870","Illinois","170","Jackson","0770","Jackson",29
