GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AER001
"G0100010","1850","Alabama","010","Autauga","0010","Autauga",330
"G0100030","1850","Alabama","010","Baldwin","0030","Baldwin",366
"G0100050","1850","Alabama","010","Barbour","0050","Barbour",123
"G0100055","1850","Alabama","010","Benton","0055","Benton",118
"G0100070","1850","Alabama","010","Bibb","0070","Bibb",120
"G0100090","1850","Alabama","010","Blount","0090","Blount",23
"G0100130","1850","Alabama","010","Butler","0130","Butler",52
"G0100170","1850","Alabama","010","Chambers","0170","Chambers",136
"G0100190","1850","Alabama","010","Cherokee","0190","Cherokee",45
"G0100230","1850","Alabama","010","Choctaw","0230","Choctaw",0
"G0100250","1850","Alabama","010","Clarke","0250","Clarke",84
"G0100310","1850","Alabama","010","Coffee","0310","Coffee",18
"G0100350","1850","Alabama","010","Conecuh","0350","Conecuh",43
"G0100370","1850","Alabama","010","Coosa","0370","Coosa",83
"G0100390","1850","Alabama","010","Covington","0390","Covington",30
"G0100450","1850","Alabama","010","Dale","0450","Dale",0
"G0100470","1850","Alabama","010","Dallas","0470","Dallas",159
"G0100490","1850","Alabama","010","DeKalb","0490","Dekalb",21
"G0100570","1850","Alabama","010","Fayette","0570","Fayette",49
"G0100590","1850","Alabama","010","Franklin","0590","Franklin",111
"G0100630","1850","Alabama","010","Greene","0630","Greene",199
"G0100655","1850","Alabama","010","Hancock","0655","Hancock",0
"G0100670","1850","Alabama","010","Henry","0670","Henry",0
"G0100710","1850","Alabama","010","Jackson","0710","Jackson",30
"G0100730","1850","Alabama","010","Jefferson","0730","Jefferson",38
"G0100770","1850","Alabama","010","Lauderdale","0770","Lauderdale",277
"G0100790","1850","Alabama","010","Lawrence","0790","Lawrence",61
"G0100830","1850","Alabama","010","Limestone","0830","Limestone",98
"G0100850","1850","Alabama","010","Lowndes","0850","Lowndes",25
"G0100870","1850","Alabama","010","Macon","0870","Macon",130
"G0100890","1850","Alabama","010","Madison","0890","Madison",372
"G0100910","1850","Alabama","010","Marengo","0910","Marengo",26
"G0100930","1850","Alabama","010","Marion","0930","Marion",21
"G0100950","1850","Alabama","010","Marshall","0950","Marshall",41
"G0100970","1850","Alabama","010","Mobile","0970","Mobile",540
"G0100990","1850","Alabama","010","Monroe","0990","Monroe",70
"G0101010","1850","Alabama","010","Montgomery","1010","Montgomery",121
"G0101030","1850","Alabama","010","Morgan","1030","Morgan",25
"G0101050","1850","Alabama","010","Perry","1050","Perry",96
"G0101070","1850","Alabama","010","Pickens","1070","Pickens",100
"G0101090","1850","Alabama","010","Pike","1090","Pike",13
"G0101110","1850","Alabama","010","Randolph","1110","Randolph",83
"G0101130","1850","Alabama","010","Russell","1130","Russell",14
"G0101150","1850","Alabama","010","St Clair","1150","St Clair",0
"G0101170","1850","Alabama","010","Shelby","1170","Shelby",32
"G0101190","1850","Alabama","010","Sumter","1190","Sumter",51
"G0101210","1850","Alabama","010","Talladega","1210","Talladega",92
"G0101230","1850","Alabama","010","Tallapoosa","1230","Tallapoosa",143
"G0101250","1850","Alabama","010","Tuscaloosa","1250","Tuscaloosa",264
"G0101270","1850","Alabama","010","Walker","1270","Walker",43
"G0101290","1850","Alabama","010","Washington","1290","Washington",0
"G0101310","1850","Alabama","010","Wilcox","1310","Wilcox",22
"G0500010","1850","Arkansas","050","Arkansas","0010","Arkansas",0
"G0500030","1850","Arkansas","050","Ashley","0030","Ashley",0
"G0500070","1850","Arkansas","050","Benton","0070","Benton",21
"G0500110","1850","Arkansas","050","Bradley","0110","Bradley",3
"G0500150","1850","Arkansas","050","Carroll","0150","Carroll",1
"G0500170","1850","Arkansas","050","Chicot","0170","Chicot",0
"G0500190","1850","Arkansas","050","Clark","0190","Clark",3
"G0500290","1850","Arkansas","050","Conway","0290","Conway",16
"G0500330","1850","Arkansas","050","Crawford","0330","Crawford",36
"G0500350","1850","Arkansas","050","Crittenden","0350","Crittenden",0
"G0500390","1850","Arkansas","050","Dallas","0390","Dallas",23
"G0500410","1850","Arkansas","050","Desha","0410","Desha",4
"G0500430","1850","Arkansas","050","Drew","0430","Drew",15
"G0500470","1850","Arkansas","050","Franklin","0470","Franklin",9
"G0500490","1850","Arkansas","050","Fulton","0490","Fulton",0
"G0500550","1850","Arkansas","050","Greene","0550","Greene",0
"G0500570","1850","Arkansas","050","Hempstead","0570","Hempstead",34
"G0500590","1850","Arkansas","050","Hot Spring","0590","Hot Spring",16
"G0500630","1850","Arkansas","050","Independence","0630","Independence",26
"G0500650","1850","Arkansas","050","Izard","0650","Izard",35
"G0500670","1850","Arkansas","050","Jackson","0670","Jackson",15
"G0500690","1850","Arkansas","050","Jefferson","0690","Jefferson",35
"G0500710","1850","Arkansas","050","Johnson","0710","Johnson",79
"G0500730","1850","Arkansas","050","Lafayette","0730","Lafayette",3
"G0500750","1850","Arkansas","050","Lawrence","0750","Lawrence",0
"G0500870","1850","Arkansas","050","Madison","0870","Madison",30
"G0500890","1850","Arkansas","050","Marion","0890","Marion",4
"G0500930","1850","Arkansas","050","Mississippi","0930","Mississippi",5
"G0500950","1850","Arkansas","050","Monroe","0950","Monroe",0
"G0500970","1850","Arkansas","050","Montgomery","0970","Montgomery",21
"G0501010","1850","Arkansas","050","Newton","1010","Newton",0
"G0501030","1850","Arkansas","050","Ouachita","1030","Ouachita",10
"G0501050","1850","Arkansas","050","Perry","1050","Perry",6
"G0501070","1850","Arkansas","050","Phillips","1070","Phillips",42
"G0501090","1850","Arkansas","050","Pike","1090","Pike",6
"G0501110","1850","Arkansas","050","Poinsett","1110","Poinsett",2
"G0501130","1850","Arkansas","050","Polk","1130","Polk",2
"G0501150","1850","Arkansas","050","Pope","1150","Pope",93
"G0501170","1850","Arkansas","050","Prairie","1170","Prairie",0
"G0501190","1850","Arkansas","050","Pulaski","1190","Pulaski",99
"G0501210","1850","Arkansas","050","Randolph","1210","Randolph",13
"G0501230","1850","Arkansas","050","St Francis","1230","St Francis",0
"G0501250","1850","Arkansas","050","Saline","1250","Saline",22
"G0501270","1850","Arkansas","050","Scott","1270","Scott",30
"G0501290","1850","Arkansas","050","Searcy","1290","Searcy",0
"G0501330","1850","Arkansas","050","Sevier","1330","Sevier",9
"G0501390","1850","Arkansas","050","Union","1390","Union",0
"G0501410","1850","Arkansas","050","Van Buren","1410","Van Buren",0
"G0501430","1850","Arkansas","050","Washington","1430","Washington",81
"G0501450","1850","Arkansas","050","White","1450","White",5
"G0501490","1850","Arkansas","050","Yell","1490","Yell",49
"G0600070","1850","California","060","Butte","0070","Butte",0
"G0600090","1850","California","060","Calaveras","0090","Calaveras",0
"G0600110","1850","California","060","Colusa","0110","Colusa",0
"G0600115","1850","California","060","Colusa-Shasta-Trinity [multi-county reporting area]","0115","Colusa-Shasta-Trinity (multi-county reporting area)",
"G0600130","1850","California","060","Contra Costa","0130","Contra Costa",
"G0600170","1850","California","060","El Dorado","0170","El Dorado",274
"G0600370","1850","California","060","Los Angeles","0370","Los Angeles",2
"G0600410","1850","California","060","Marin","0410","Marin",18
"G0600430","1850","California","060","Mariposa","0430","Mariposa",3343
"G0600450","1850","California","060","Mendocino","0450","Mendocino",0
"G0600530","1850","California","060","Monterey","0530","Monterey",0
"G0600550","1850","California","060","Napa","0550","Napa",0
"G0600670","1850","California","060","Sacramento","0670","Sacramento",274
"G0600730","1850","California","060","San Diego","0730","San Diego",0
"G0600750","1850","California","060","San Francisco","0750","San Francisco",
"G0600770","1850","California","060","San Joaquin","0770","San Joaquin",0
"G0600790","1850","California","060","San Luis Obispo","0790","San Luis Obispo",0
"G0600830","1850","California","060","Santa Barbara","0830","Santa Barbara",0
"G0600850","1850","California","060","Santa Clara","0850","Santa Clara",
"G0600870","1850","California","060","Santa Cruz","0870","Santa Cruz",36
"G0600890","1850","California","060","Shasta","0890","Shasta",0
"G0600950","1850","California","060","Solano","0950","Solano",0
"G0600970","1850","California","060","Sonoma","0970","Sonoma",17
"G0601010","1850","California","060","Sutter","1010","Sutter",0
"G0601050","1850","California","060","Trinity","1050","Trinity",0
"G0601090","1850","California","060","Tuolumne","1090","Tuolumne",0
"G0601130","1850","California","060","Yolo","1130","Yolo",0
"G0601150","1850","California","060","Yuba","1150","Yuba",0
"G0900010","1850","Connecticut","090","Fairfield","0010","Fairfield",7770
"G0900030","1850","Connecticut","090","Hartford","0030","Hartford",11716
"G0900050","1850","Connecticut","090","Litchfield","0050","Litchfield",3475
"G0900070","1850","Connecticut","090","Middlesex","0070","Middlesex",2646
"G0900090","1850","Connecticut","090","New Haven","0090","New Haven",9933
"G0900110","1850","Connecticut","090","New London","0110","New London",5379
"G0900130","1850","Connecticut","090","Tolland","0130","Tolland",2476
"G0900150","1850","Connecticut","090","Windham","0150","Windham",4405
"G1000010","1850","Delaware","100","Kent","0010","Kent",424
"G1000030","1850","Delaware","100","New Castle","0030","New Castle",3235
"G1000050","1850","Delaware","100","Sussex","0050","Sussex",229
"G1100017","1850","District Of Columbia","110","Georgetown","0017","Georgetown",
"G1100075","1850","District Of Columbia","110","Rural Washington county","0075","Rural Washington county",
"G1100115","1850","District Of Columbia","110","Washington City","0115","Washington City",
"G1200010","1850","Florida","120","Alachua","0010","Alachua",0
"G1200065","1850","Florida","120","Benton","0065","Benton",0
"G1200130","1850","Florida","120","Calhoun","0130","Calhoun",8
"G1200230","1850","Florida","120","Columbia","0230","Columbia",8
"G1200250","1850","Florida","120","Dade","0250","Dade",29
"G1200310","1850","Florida","120","Duval","0310","Duval",64
"G1200330","1850","Florida","120","Escambia","0330","Escambia",84
"G1200370","1850","Florida","120","Franklin","0370","Franklin",0
"G1200390","1850","Florida","120","Gadsden","0390","Gadsden",0
"G1200470","1850","Florida","120","Hamilton","0470","Hamilton",0
"G1200570","1850","Florida","120","Hillsborough","0570","Hillsborough",9
"G1200590","1850","Florida","120","Holmes","0590","Holmes",0
"G1200630","1850","Florida","120","Jackson","0630","Jackson",0
"G1200650","1850","Florida","120","Jefferson","0650","Jefferson",16
"G1200730","1850","Florida","120","Leon","0730","Leon",113
"G1200750","1850","Florida","120","Levy","0750","Levy",0
"G1200790","1850","Florida","120","Madison","0790","Madison",16
"G1200830","1850","Florida","120","Marion","0830","Marion",0
"G1200870","1850","Florida","120","Monroe","0870","Monroe",10
"G1200890","1850","Florida","120","Nassau","0890","Nassau",76
"G1200950","1850","Florida","120","Orange","0950","Orange",0
"G1201070","1850","Florida","120","Putnam","1070","Putnam",0
"G1201090","1850","Florida","120","St Johns","1090","St Johns",26
"G1201115","1850","Florida","120","St Lucie (old)","1115","St Lucie (old)",0
"G1201130","1850","Florida","120","Santa Rosa","1130","Santa Rosa",489
"G1201290","1850","Florida","120","Wakulla","1290","Wakulla",7
"G1201310","1850","Florida","120","Walton","1310","Walton",0
"G1201330","1850","Florida","120","Washington","1330","Washington",36
"G1300010","1850","Georgia","130","Appling","0010","Appling",0
"G1300070","1850","Georgia","130","Baker","0070","Baker",43
"G1300090","1850","Georgia","130","Baldwin","0090","Baldwin",132
"G1300210","1850","Georgia","130","Bibb","0210","Bibb",453
"G1300290","1850","Georgia","130","Bryan","0290","Bryan",0
"G1300310","1850","Georgia","130","Bulloch","0310","Bulloch",7
"G1300330","1850","Georgia","130","Burke","0330","Burke",128
"G1300350","1850","Georgia","130","Butts","0350","Butts",100
"G1300390","1850","Georgia","130","Camden","0390","Camden",102
"G1300395","1850","Georgia","130","Campbell","0395","Campbell",107
"G1300450","1850","Georgia","130","Carroll","0450","Carroll",101
"G1300455","1850","Georgia","130","Cass","0455","Cass",168
"G1300458","1850","Georgia","130","Cass-Cordon [multi-county reporting area]","0458","Cass-Cordon (multi-county reporting area)",
"G1300510","1850","Georgia","130","Chatham","0510","Chatham",215
"G1300550","1850","Georgia","130","Chattooga","0550","Chattooga",70
"G1300570","1850","Georgia","130","Cherokee","0570","Cherokee",42
"G1300590","1850","Georgia","130","Clarke","0590","Clarke",498
"G1300650","1850","Georgia","130","Clinch","0650","Clinch",0
"G1300670","1850","Georgia","130","Cobb","0670","Cobb",211
"G1300730","1850","Georgia","130","Columbia","0730","Columbia",115
"G1300770","1850","Georgia","130","Coweta","0770","Coweta",127
"G1300790","1850","Georgia","130","Crawford","0790","Crawford",20
"G1300830","1850","Georgia","130","Dade","0830","Dade",15
"G1300870","1850","Georgia","130","Decatur","0870","Decatur",19
"G1300890","1850","Georgia","130","DeKalb","0890","De Kalb",182
"G1300930","1850","Georgia","130","Dooly","0930","Dooly",26
"G1300990","1850","Georgia","130","Early","0990","Early",39
"G1301030","1850","Georgia","130","Effingham","1030","Effingham",0
"G1301050","1850","Georgia","130","Elbert","1050","Elbert",102
"G1301070","1850","Georgia","130","Emanuel","1070","Emanuel",0
"G1301130","1850","Georgia","130","Fayette","1130","Fayette",9
"G1301150","1850","Georgia","130","Floyd","1150","Floyd",56
"G1301170","1850","Georgia","130","Forsyth","1170","Forsyth",25
"G1301190","1850","Georgia","130","Franklin","1190","Franklin",8
"G1301230","1850","Georgia","130","Gilmer","1230","Gilmer",12
"G1301270","1850","Georgia","130","Glynn","1270","Glynn",74
"G1301290","1850","Georgia","130","Gordon","1290","Gordon",0
"G1301330","1850","Georgia","130","Greene","1330","Greene",298
"G1301350","1850","Georgia","130","Gwinnett","1350","Gwinnett",82
"G1301370","1850","Georgia","130","Habersham","1370","Habersham",29
"G1301390","1850","Georgia","130","Hall","1390","Hall",0
"G1301410","1850","Georgia","130","Hancock","1410","Hancock",115
"G1301450","1850","Georgia","130","Harris","1450","Harris",194
"G1301490","1850","Georgia","130","Heard","1490","Heard",23
"G1301510","1850","Georgia","130","Henry","1510","Henry",24
"G1301530","1850","Georgia","130","Houston","1530","Houston",114
"G1301550","1850","Georgia","130","Irwin","1550","Irwin",0
"G1301570","1850","Georgia","130","Jackson","1570","Jackson",23
"G1301590","1850","Georgia","130","Jasper","1590","Jasper",31
"G1301630","1850","Georgia","130","Jefferson","1630","Jefferson",91
"G1301690","1850","Georgia","130","Jones","1690","Jones",95
"G1301750","1850","Georgia","130","Laurens","1750","Laurens",25
"G1301770","1850","Georgia","130","Lee","1770","Lee",30
"G1301790","1850","Georgia","130","Liberty","1790","Liberty",24
"G1301810","1850","Georgia","130","Lincoln","1810","Lincoln",36
"G1301850","1850","Georgia","130","Lowndes","1850","Lowndes",4
"G1301870","1850","Georgia","130","Lumpkin","1870","Lumpkin",0
"G1301910","1850","Georgia","130","McIntosh","1910","Mcintosh",156
"G1301930","1850","Georgia","130","Macon","1930","Macon",0
"G1301950","1850","Georgia","130","Madison","1950","Madison",7
"G1301970","1850","Georgia","130","Marion","1970","Marion",6
"G1301990","1850","Georgia","130","Meriwether","1990","Meriwether",0
"G1302070","1850","Georgia","130","Monroe","2070","Monroe",46
"G1302090","1850","Georgia","130","Montgomery","2090","Montgomery",0
"G1302110","1850","Georgia","130","Morgan","2110","Morgan",198
"G1302130","1850","Georgia","130","Murray","2130","Murray",81
"G1302150","1850","Georgia","130","Muscogee","2150","Muscogee",719
"G1302170","1850","Georgia","130","Newton","2170","Newton",138
"G1302210","1850","Georgia","130","Oglethorpe","2210","Oglethorpe",67
"G1302230","1850","Georgia","130","Paulding","2230","Paulding",16
"G1302310","1850","Georgia","130","Pike","2310","Pike",120
"G1302350","1850","Georgia","130","Pulaski","2350","Pulaski",4
"G1302370","1850","Georgia","130","Putnam","2370","Putnam",182
"G1302410","1850","Georgia","130","Rabun","2410","Rabun",0
"G1302430","1850","Georgia","130","Randolph","2430","Randolph",97
"G1302450","1850","Georgia","130","Richmond","2450","Richmond",995
"G1302510","1850","Georgia","130","Screven","2510","Screven",0
"G1302590","1850","Georgia","130","Stewart","2590","Stewart",113
"G1302610","1850","Georgia","130","Sumter","2610","Sumter",81
"G1302630","1850","Georgia","130","Talbot","2630","Talbot",125
"G1302650","1850","Georgia","130","Taliaferro","2650","Taliaferro",29
"G1302670","1850","Georgia","130","Tattnall","2670","Tattnall",13
"G1302710","1850","Georgia","130","Telfair","2710","Telfair",0
"G1302750","1850","Georgia","130","Thomas","2750","Thomas",24
"G1302850","1850","Georgia","130","Troup","2850","Troup",92
"G1302890","1850","Georgia","130","Twiggs","2890","Twiggs",0
"G1302910","1850","Georgia","130","Union","2910","Union",6
"G1302930","1850","Georgia","130","Upson","2930","Upson",268
"G1302950","1850","Georgia","130","Walker","2950","Walker",25
"G1302970","1850","Georgia","130","Walton","2970","Walton",124
"G1302990","1850","Georgia","130","Ware","2990","Ware",0
"G1303010","1850","Georgia","130","Warren","3010","Warren",109
"G1303030","1850","Georgia","130","Washington","3030","Washington",21
"G1303050","1850","Georgia","130","Wayne","3050","Wayne",0
"G1303170","1850","Georgia","130","Wilkes","3170","Wilkes",55
"G1303190","1850","Georgia","130","Wilkinson","3190","Wilkinson",17
"G1700010","1850","Illinois","170","Adams","0010","Adams",632
"G1700030","1850","Illinois","170","Alexander","0030","Alexander",34
"G1700050","1850","Illinois","170","Bond","0050","Bond",34
"G1700070","1850","Illinois","170","Boone","0070","Boone",55
"G1700090","1850","Illinois","170","Brown","0090","Brown",160
"G1700110","1850","Illinois","170","Bureau","0110","Bureau",48
"G1700130","1850","Illinois","170","Calhoun","0130","Calhoun",0
"G1700150","1850","Illinois","170","Carroll","0150","Carroll",50
"G1700170","1850","Illinois","170","Cass","0170","Cass",263
"G1700190","1850","Illinois","170","Champaign","0190","Champaign",0
"G1700210","1850","Illinois","170","Christian","0210","Christian",37
"G1700230","1850","Illinois","170","Clark","0230","Clark",35
"G1700250","1850","Illinois","170","Clay","0250","Clay",14
"G1700270","1850","Illinois","170","Clinton","0270","Clinton",22
"G1700290","1850","Illinois","170","Coles","0290","Coles",0
"G1700310","1850","Illinois","170","Cook","0310","Cook",2081
"G1700330","1850","Illinois","170","Crawford","0330","Crawford",0
"G1700350","1850","Illinois","170","Cumberland","0350","Cumberland",0
"G1700370","1850","Illinois","170","DeKalb","0370","De Kalb",9
"G1700390","1850","Illinois","170","De Witt","0390","De Witt",45
"G1700430","1850","Illinois","170","Du Page","0430","Du Page",45
"G1700450","1850","Illinois","170","Edgar","0450","Edgar",123
"G1700470","1850","Illinois","170","Edwards","0470","Edwards",27
"G1700490","1850","Illinois","170","Effingham","0490","Effingham",0
"G1700510","1850","Illinois","170","Fayette","0510","Fayette",20
"G1700550","1850","Illinois","170","Franklin","0550","Franklin",0
"G1700570","1850","Illinois","170","Fulton","0570","Fulton",349
"G1700590","1850","Illinois","170","Gallatin","0590","Gallatin",60
"G1700610","1850","Illinois","170","Greene","0610","Greene",78
"G1700630","1850","Illinois","170","Grundy","0630","Grundy",28
"G1700650","1850","Illinois","170","Hamilton","0650","Hamilton",0
"G1700670","1850","Illinois","170","Hancock","0670","Hancock",119
"G1700690","1850","Illinois","170","Hardin","0690","Hardin",187
"G1700710","1850","Illinois","170","Henderson","0710","Henderson",75
"G1700730","1850","Illinois","170","Henry","0730","Henry",0
"G1700750","1850","Illinois","170","Iroquois","0750","Iroquois",0
"G1700770","1850","Illinois","170","Jackson","0770","Jackson",65
"G1700790","1850","Illinois","170","Jasper","0790","Jasper",0
"G1700810","1850","Illinois","170","Jefferson","0810","Jefferson",7
"G1700830","1850","Illinois","170","Jersey","0830","Jersey",71
"G1700850","1850","Illinois","170","Jo Daviess","0850","Jo Daviess",669
"G1700870","1850","Illinois","170","Johnson","0870","Johnson",14
"G1700890","1850","Illinois","170","Kane","0890","Kane",325
"G1700930","1850","Illinois","170","Kendall","0930","Kendall",0
"G1700950","1850","Illinois","170","Knox","0950","Knox",141
"G1700970","1850","Illinois","170","Lake","0970","Lake",206
"G1700990","1850","Illinois","170","La Salle","0990","La Salle",220
"G1701010","1850","Illinois","170","Lawrence","1010","Lawrence",71
"G1701030","1850","Illinois","170","Lee","1030","Lee",23
"G1701050","1850","Illinois","170","Livingston","1050","Livingston",0
"G1701070","1850","Illinois","170","Logan","1070","Logan",37
"G1701090","1850","Illinois","170","McDonough","1090","Mcdonough",64
"G1701110","1850","Illinois","170","McHenry","1110","Mchenry",42
"G1701130","1850","Illinois","170","McLean","1130","Mclean",44
"G1701150","1850","Illinois","170","Macon","1150","Macon",43
"G1701170","1850","Illinois","170","Macoupin","1170","Macoupin",76
"G1701190","1850","Illinois","170","Madison","1190","Madison",931
"G1701210","1850","Illinois","170","Marion","1210","Marion",20
"G1701230","1850","Illinois","170","Marshall","1230","Marshall",41
"G1701250","1850","Illinois","170","Mason","1250","Mason",8
"G1701270","1850","Illinois","170","Massac","1270","Massac",29
"G1701290","1850","Illinois","170","Menard","1290","Menard",132
"G1701310","1850","Illinois","170","Mercer","1310","Mercer",0
"G1701330","1850","Illinois","170","Monroe","1330","Monroe",119
"G1701350","1850","Illinois","170","Montgomery","1350","Montgomery",37
"G1701370","1850","Illinois","170","Morgan","1370","Morgan",380
"G1701390","1850","Illinois","170","Moultrie","1390","Moultrie",39
"G1701410","1850","Illinois","170","Ogle","1410","Ogle",99
"G1701430","1850","Illinois","170","Peoria","1430","Peoria",577
"G1701450","1850","Illinois","170","Perry","1450","Perry",11
"G1701470","1850","Illinois","170","Piatt","1470","Piatt",0
"G1701490","1850","Illinois","170","Pike","1490","Pike",146
"G1701510","1850","Illinois","170","Pope","1510","Pope",0
"G1701530","1850","Illinois","170","Pulaski","1530","Pulaski",42
"G1701550","1850","Illinois","170","Putnam","1550","Putnam",44
"G1701570","1850","Illinois","170","Randolph","1570","Randolph",148
"G1701590","1850","Illinois","170","Richland","1590","Richland",8
"G1701610","1850","Illinois","170","Rock Island","1610","Rock Island",128
"G1701630","1850","Illinois","170","St Clair","1630","St Clair",288
"G1701650","1850","Illinois","170","Saline","1650","Saline",23
"G1701670","1850","Illinois","170","Sangamon","1670","Sangamon",429
"G1701690","1850","Illinois","170","Schuyler","1690","Schuyler",155
"G1701710","1850","Illinois","170","Scott","1710","Scott",138
"G1701730","1850","Illinois","170","Shelby","1730","Shelby",26
"G1701750","1850","Illinois","170","Stark","1750","Stark",28
"G1701770","1850","Illinois","170","Stephenson","1770","Stephenson",207
"G1701790","1850","Illinois","170","Tazewell","1790","Tazewell",228
"G1701810","1850","Illinois","170","Union","1810","Union",47
"G1701830","1850","Illinois","170","Vermilion","1830","Vermilion",61
"G1701850","1850","Illinois","170","Wabash","1850","Wabash",37
"G1701870","1850","Illinois","170","Warren","1870","Warren",52
"G1701890","1850","Illinois","170","Washington","1890","Washington",14
"G1701910","1850","Illinois","170","Wayne","1910","Wayne",14
"G1701930","1850","Illinois","170","White","1930","White",56
"G1701950","1850","Illinois","170","Whiteside","1950","Whiteside",77
"G1701970","1850","Illinois","170","Will","1970","Will",271
"G1701990","1850","Illinois","170","Williamson","1990","Williamson",24
"G1702010","1850","Illinois","170","Winnebago","2010","Winnebago",164
"G1702030","1850","Illinois","170","Woodford","2030","Woodford",34
"G1800010","1850","Indiana","180","Adams","0010","Adams",19
"G1800030","1850","Indiana","180","Allen","0030","Allen",491
"G1800050","1850","Indiana","180","Bartholomew","0050","Bartholomew",168
"G1800070","1850","Indiana","180","Benton","0070","Benton",0
"G1800090","1850","Indiana","180","Blackford","0090","Blackford",8
"G1800110","1850","Indiana","180","Boone","0110","Boone",75
"G1800130","1850","Indiana","180","Brown","0130","Brown",18
"G1800150","1850","Indiana","180","Carroll","0150","Carroll",209
"G1800170","1850","Indiana","180","Cass","0170","Cass",323
"G1800190","1850","Indiana","180","Clark","0190","Clark",335
"G1800210","1850","Indiana","180","Clay","0210","Clay",22
"G1800230","1850","Indiana","180","Clinton","0230","Clinton",43
"G1800250","1850","Indiana","180","Crawford","0250","Crawford",75
"G1800270","1850","Indiana","180","Daviess","0270","Daviess",33
"G1800290","1850","Indiana","180","Dearborn","0290","Dearborn",538
"G1800310","1850","Indiana","180","Decatur","0310","Decatur",115
"G1800330","1850","Indiana","180","DeKalb","0330","De Kalb",24
"G1800350","1850","Indiana","180","Delaware","0350","Delaware",82
"G1800370","1850","Indiana","180","Dubois","0370","Dubois",19
"G1800390","1850","Indiana","180","Elkhart","0390","Elkhart",161
"G1800410","1850","Indiana","180","Fayette","0410","Fayette",355
"G1800430","1850","Indiana","180","Floyd","0430","Floyd",793
"G1800450","1850","Indiana","180","Fountain","0450","Fountain",245
"G1800470","1850","Indiana","180","Franklin","0470","Franklin",343
"G1800490","1850","Indiana","180","Fulton","0490","Fulton",31
"G1800510","1850","Indiana","180","Gibson","0510","Gibson",79
"G1800530","1850","Indiana","180","Grant","0530","Grant",89
"G1800550","1850","Indiana","180","Greene","0550","Greene",91
"G1800570","1850","Indiana","180","Hamilton","0570","Hamilton",40
"G1800590","1850","Indiana","180","Hancock","0590","Hancock",75
"G1800610","1850","Indiana","180","Harrison","0610","Harrison",49
"G1800630","1850","Indiana","180","Hendricks","0630","Hendricks",193
"G1800650","1850","Indiana","180","Henry","0650","Henry",280
"G1800670","1850","Indiana","180","Howard","0670","Howard",48
"G1800690","1850","Indiana","180","Huntington","0690","Huntington",90
"G1800710","1850","Indiana","180","Jackson","0710","Jackson",30
"G1800730","1850","Indiana","180","Jasper","0730","Jasper",10
"G1800750","1850","Indiana","180","Jay","0750","Jay",22
"G1800770","1850","Indiana","180","Jefferson","0770","Jefferson",1072
"G1800790","1850","Indiana","180","Jennings","0790","Jennings",215
"G1800810","1850","Indiana","180","Johnson","0810","Johnson",83
"G1800830","1850","Indiana","180","Knox","0830","Knox",116
"G1800850","1850","Indiana","180","Kosciusko","0850","Kosciusko",55
"G1800870","1850","Indiana","180","Lagrange","0870","Lagrange",112
"G1800890","1850","Indiana","180","Lake","0890","Lake",12
"G1800910","1850","Indiana","180","LaPorte","0910","Laporte",331
"G1800930","1850","Indiana","180","Lawrence","0930","Lawrence",67
"G1800950","1850","Indiana","180","Madison","0950","Madison",111
"G1800970","1850","Indiana","180","Marion","0970","Marion",1961
"G1800990","1850","Indiana","180","Marshall","0990","Marshall",30
"G1801010","1850","Indiana","180","Martin","1010","Martin",37
"G1801030","1850","Indiana","180","Miami","1030","Miami",101
"G1801050","1850","Indiana","180","Monroe","1050","Monroe",196
"G1801070","1850","Indiana","180","Montgomery","1070","Montgomery",239
"G1801090","1850","Indiana","180","Morgan","1090","Morgan",33
"G1801130","1850","Indiana","180","Noble","1130","Noble",42
"G1801150","1850","Indiana","180","Ohio","1150","Ohio",109
"G1801170","1850","Indiana","180","Orange","1170","Orange",25
"G1801190","1850","Indiana","180","Owen","1190","Owen",70
"G1801210","1850","Indiana","180","Parke","1210","Parke",170
"G1801230","1850","Indiana","180","Perry","1230","Perry",81
"G1801250","1850","Indiana","180","Pike","1250","Pike",11
"G1801270","1850","Indiana","180","Porter","1270","Porter",27
"G1801290","1850","Indiana","180","Posey","1290","Posey",93
"G1801310","1850","Indiana","180","Pulaski","1310","Pulaski",0
"G1801330","1850","Indiana","180","Putnam","1330","Putnam",116
"G1801350","1850","Indiana","180","Randolph","1350","Randolph",34
"G1801370","1850","Indiana","180","Ripley","1370","Ripley",127
"G1801390","1850","Indiana","180","Rush","1390","Rush",170
"G1801410","1850","Indiana","180","St Joseph","1410","St Joseph",258
"G1801430","1850","Indiana","180","Scott","1430","Scott",45
"G1801450","1850","Indiana","180","Shelby","1450","Shelby",156
"G1801470","1850","Indiana","180","Spencer","1470","Spencer",56
"G1801490","1850","Indiana","180","Starke","1490","Starke",0
"G1801510","1850","Indiana","180","Steuben","1510","Steuben",61
"G1801530","1850","Indiana","180","Sullivan","1530","Sullivan",94
"G1801550","1850","Indiana","180","Switzerland","1550","Switzerland",171
"G1801570","1850","Indiana","180","Tippecanoe","1570","Tippecanoe",759
"G1801590","1850","Indiana","180","Tipton","1590","Tipton",0
"G1801610","1850","Indiana","180","Union","1610","Union",0
"G1801630","1850","Indiana","180","Vanderburgh","1630","Vanderburgh",341
